word,kana,ipa,origin
便意,ベンイ,beɰ̃i,漢
褒賞,ホウショウ,hoːɕoː,漢
待ち焦がれる,マチコガレル,mat͡ɕikoɡaɾeɾɯ,和
松毬,マツボックリ,mat͡sɯbokkɯɾi,和
ミナトガワ,ミナトガワ,minatoɡaɰa,固
ミネコ,ミネコ,mineko,固
メカニカル,メカニカル,mekaɲikaɾɯ,外
メゾン,メゾン,mezoɴ,外
猛禽,モウキン,moːkiɴ,漢
もこもこ,モコモコ,mokomoko,和
揉み込む,モミコム,momikomɯ,和
もやもや,モヤモヤ,mojamoja,和
モリノ,モリノ,moɾino,固
痩せこける,ヤセコケル,jasekokeɾɯ,和
有為,ユウイ,jɯːi,漢
ラジ,ラジ,ɾaʑi,固
略図,リャクズ,ɾʲakɯzɯ,漢
流麗,リュウレイ,ɾʲɯːɾeː,漢
両市,リョウシ,ɾʲoːɕi,漢
リン,リン,ɾiɴ,固
レジーム,レジーム,ɾeʑiːmɯ,外
浪曲,ロウキョク,ɾoːkʲokɯ,漢
麓,ロク,ɾokɯ,漢
暗転,アンテン,anteɴ,漢
アンドルー,アンドルー,andoɾɯː,固
イシオカ,イシオカ,iɕioka,固
田舎暮らし,イナカグラシ,inakaɡɯɾaɕi,和
イマジネーション,イマジネーション,imaʑineːɕoɴ,外
インチョン,インチョン,int͡ɕoɴ,固
ウエト,ウエト,ɯeto,固
鬱金,ウコン,ɯkoɴ,漢
うち,ウチ,ɯt͡ɕi,和
埋もれる,ウモレル,ɯmoɾeɾɯ,和
麗ら,ウララ,ɯɾaɾa,和
売り歩く,ウリアルク,ɯɾiaɾɯkɯ,和
エッジング,エッジング,ed͡ʑiŋɡɯ,外
ＮＳＡ,エヌエスエー,enɯesɯeː,記号
艶,エン,eɴ,漢
エンアン,エンアン,eɰ̃aɴ,固
ＡＦＰ,エーエフピー,eːeɸɯpiː,固
オウサカ,オウサカ,oːsaka,固
押し立てる,オシタテル,oɕitateɾɯ,和
オフェンス,オフェンス,oɸɯeɰ̃sɯ,外
織姫,オリヒメ,oɾiçime,和
邂逅,カイコウ,kaikoː,漢
甲斐性,カイショウ,kaiɕoː,混
快方,カイホウ,kaihoː,漢
託ける,カコツケル,kakot͡sɯkeɾɯ,和
花柳,カリュウ,kaɾʲɯː,漢
カルパッチョ,カルパッチョ,kaɾɯpatt͡ɕo,外
外輪,ガイリン,ɡaiɾiɴ,漢
贋作,ガンサク,ɡaɰ̃sakɯ,漢
キッカー,キッカー,kikkaː,外
キハチ,キハチ,kihat͡ɕi,固
木目細やか,キメコマヤカ,kimekomajaka,和
魚群,ギョグン,ɡʲoɡɯɴ,漢
国柄,クニガラ,kɯɲiɡaɾa,和
久の,クノ,kɯno,固
告る,コクル,kokɯɾɯ,混
心置き,ココロオキ,kokoɾoːki,和
コル,コル,koɾɯ,外
ゴーイング,ゴーイング,ɡoːiŋɡɯ,外
妻帯,サイタイ,saitai,漢
歳費,サイヒ,saiçi,漢
サクラバ,サクラバ,sakɯɾaba,固
散財,サンザイ,sanzai,漢
集散,シュウサン,ɕɯːsaɴ,漢
時数,ジスウ,d͡ʑisɯː,漢
上階,ジョウカイ,d͡ʑoːkai,漢
水浴,スイヨク,sɯijokɯ,漢
スギハラ,スギハラ,sɯɡihaɾa,固
すごすご,スゴスゴ,sɯɡosɯɡo,和
狡賢い,ズルガシコイ,d͡zɯɾɯɡaɕikoi,和
静,セイ,seː,漢
セイキ,セイキ,seːki,固
雪駄,セッタ,setta,漢
セルジオ,セルジオ,seɾɯʑio,固
総社,ソウジャ,soːʑa,漢
尊崇,ソンスウ,soɰ̃sɯː,漢
大獄,タイゴク,taiɡokɯ,漢
食べ応え,タベゴタエ,tabeɡotae,和
玉虫,タマムシ,tamamɯɕi,和
タミオ,タミオ,tamio,固
タラガ,タラガ,taɾaɡa,固
団,ダン,daɴ,漢
ちゃら,チャラ,t͡ɕaɾa,和
町議,チョウギ,t͡ɕoːɡi,漢
ディオン,ディオン,deːoɴ,固
デニス,デニス,deɲisɯ,固
デリヘル,デリヘル,deɾiheɾɯ,外
東電,トウデン,toːdeɴ,固
トレド,トレド,toɾedo,固
道県,ドウケン,doːkeɴ,漢
銅線,ドウセン,doːseɴ,漢
ナカモリ,ナカモリ,nakamoɾi,固
肉声,ニクセイ,ɲikɯseː,漢
ネバダ,ネバダ,nebada,固
ハクイン,ハクイン,hakɯiɴ,固
白煙,ハクエン,hakɯeɴ,漢
張り,ハリ,haɾi,和
バンドル,バンドル,bandoɾɯ,外
盤面,バンメン,bammeɴ,漢
パルファン,パルファン,paɾɯɸɯaɴ,外
ヒガシ,ヒガシ,çiɡaɕi,固
火消し,ヒケシ,çikeɕi,和
一夏,ヒトナツ,çitonat͡sɯ,和
ヒロスエ,ヒロスエ,çiɾosɯe,固
ピース,ピース,piːsɯ,外
風紀,フウキ,ɸɯːki,漢
不可抗,フカコウ,ɸɯkakoː,漢
復縁,フクエン,ɸɯkɯeɴ,漢
複層,フクソウ,ɸɯkɯsoː,漢
フナキ,フナキ,ɸɯnaki,固
ブルネイ,ブルネイ,bɯɾɯneː,固
ほっこり,ホッコリ,hokkoɾi,和
ホーネット,ホーネット,hoːnetto,外
マスト,マスト,masɯto,外
町起こし,マチオコシ,mat͡ɕiokoɕi,和
抹香,マッコウ,makkoː,漢
見飽きる,ミアキル,miakiɾɯ,和
ミカ,ミカ,mika,固
皆々,ミナミナ,minamina,和
虫螻,ムシケラ,mɯɕikeɾa,和
ムニエル,ムニエル,mɯɲieɾɯ,外
ユイガハマ,ユイガハマ,jɯiɡahama,固
ラゲージ,ラゲージ,ɾaɡeːʑi,外
リキドウザン,リキドウザン,ɾikidoːzaɴ,固
リスト,リスト,ɾisɯto,固
良家,リョウケ,ɾʲoːke,漢
ルノワール,ルノワール,ɾɯnoɰaːɾɯ,固
ロゴス,ロゴス,ɾoɡosɯ,外
ロディー,ロディー,ɾodeːi,固
ワタリ,ワタリ,ɰataɾi,固
アグリ,アグリ,aɡɯɾi,外
上げ足,アゲアシ,aɡeaɕi,和
アツオ,アツオ,at͡sɯo,固
後先,アトサキ,atosaki,和
アリヨシ,アリヨシ,aɾijoɕi,固
案外,アンガイ,aŋɡai,漢
暗礁,アンショウ,aɰ̃ɕoː,漢
言い合い,イイアイ,iːai,和
甚振る,イタブル,itabɯɾɯ,和
色香,イロカ,iɾoka,和
インジケーター,インジケーター,ind͡ʑikeːtaː,外
失い掛ける,ウシナイカケル,ɯɕinaikakeɾɯ,和
疑い深い,ウタガイブカイ,ɯtaɡaibɯkai,和
運休,ウンキュウ,ɯŋkʲɯː,漢
噯気,オクビ,okɯbi,和
落ち延びる,オチノビル,ot͡ɕinobiɾɯ,和
おっかあ,オッカア,okkaː,和
親離れ,オヤバナレ,ojabanaɾe,和
籠目,カゴメ,kaɡome,和
飾り気,カザリケ,kazaɾike,和
カシミール,カシミール,kaɕimiːɾɯ,固
カツウラ,カツウラ,kat͡sɯːɾa,固
髪飾り,カミカザリ,kamikazaɾi,和
皮袋,カワブクロ,kaɰabɯkɯɾo,和
ガリラヤ,ガリラヤ,ɡaɾiɾaja,固
キツリン,キツリン,kit͡sɯɾiɴ,固
キュウ,キュウ,kʲɯː,固
クスクス,クスクス,kɯsɯkɯsɯ,外
ぐぐ,ググ,ɡɯɡɯ,和
愚鈍,グドン,ɡɯdoɴ,漢
舷側,ゲンソク,ɡeɰ̃sokɯ,漢
攻,コウ,koː,漢
黄砂,コウサ,koːsa,漢
小骨,コボネ,kobone,和
コラムニスト,コラムニスト,koɾamɯɲisɯto,外
コリー,コリー,koɾiː,外
ごろり,ゴロリ,ɡoɾoɾi,和
栄,サカエ,sakae,和
サピエンス,サピエンス,sapieɰ̃sɯ,外
触り,サワリ,saɰaɾi,和
搾菜,ザーサイ,zaːsai,外
塩揉み,シオモミ,ɕiomomi,和
私財,シザイ,ɕizai,漢
修習,シュウシュウ,ɕɯːɕɯː,漢
棕櫚,シュロ,ɕɯɾo,漢
将官,ショウカン,ɕoːkaɴ,漢
ジェラート,ジェラート,d͡ʑieɾaːto,外
事故る,ジコル,d͡ʑikoɾɯ,混
時日,ジジツ,d͡ʑiʑit͡sɯ,漢
実害,ジツガイ,d͡ʑit͡sɯɡai,漢
水和,スイワ,sɯiɰa,漢
捨身,ステミ,sɯtemi,和
正妻,セイサイ,seːsai,漢
関脇,セキワケ,sekiɰake,和
セレッソ,セレッソ,seɾesso,外
ゼン,ゼン,zeɴ,固
続投,ゾクトウ,zokɯtoː,漢
属国,ゾッコク,zokkokɯ,漢
タカフミ,タカフミ,takaɸɯmi,固
タカマツノミヤ,タカマツノミヤ,takamat͡sɯnomija,固
立ち行く,タチユク,tat͡ɕijɯkɯ,和
タヤマ,タヤマ,tajama,固
垂れ幕,タレマク,taɾemakɯ,混
濁流,ダクリュウ,dakɯɾʲɯː,漢
乳飲み,チノミ,t͡ɕinomi,和
チュニック,チュニック,t͡ɕɯɲikkɯ,外
告げ口,ツゲグチ,t͡sɯɡeɡɯt͡ɕi,和
罪滅ぼし,ツミホロボシ,t͡sɯmihoɾoboɕi,和
手垢,テアカ,teaka,和
ティック,ティック,teːkkɯ,外
トナミ,トナミ,tonami,固
屯所,トンショ,toɰ̃ɕo,漢
ナカサト,ナカサト,nakasato,固
二の足,ニノアシ,ɲinoaɕi,混
泥濘む,ヌカルム,nɯkaɾɯmɯ,和
塗り分ける,ヌリワケル,nɯɾiɰakeɾɯ,和
値踏み,ネブミ,nebɯmi,和
迫真,ハクシン,hakɯɕiɴ,漢
ハノーバー,ハノーバー,hanoːbaː,固
早死に,ハヤジニ,hajaʑiɲi,和
晴れ上がる,ハレアガル,haɾeaɡaɾɯ,和
売価,バイカ,baika,漢
火炙り,ヒアブリ,çiabɯɾi,和
表敬,ヒョウケイ,çʲoːkeː,漢
悲恋,ヒレン,çiɾeɴ,漢
糜爛,ビラン,biɾaɴ,漢
ファンケル,ファンケル,ɸɯaŋkeɾɯ,固
仏師,ブッシ,bɯɕɕi,漢
打っぱなす,ブッパナス,bɯppanasɯ,和
仏前,ブツゼン,bɯt͡sɯzeɴ,漢
北道,ホクドウ,hokɯdoː,漢
ホンド,ホンド,hondo,固
マッスル,マッスル,massɯɾɯ,外
マン,マン,maɴ,固
水垢,ミズアカ,mizɯaka,和
身の程,ミノホド,minohodo,和
ミルコ,ミルコ,miɾɯko,固
民業,ミンギョウ,miŋɡʲoː,漢
無援,ムエン,mɯeɴ,漢
無税,ムゼイ,mɯzeː,漢
ムロ,ムロ,mɯɾo,固
明大,メイダイ,meːdai,固
薬湯,ヤクトウ,jakɯtoː,漢
山間,ヤマアイ,jamaːi,和
ユウ,ユウ,jɯː,固
落伍,ラクゴ,ɾakɯɡo,漢
ラディッシュ,ラディッシュ,ɾadeːɕɕɯ,外
リボーン,リボーン,ɾiboːɴ,外
林内,リンナイ,ɾinnai,漢
流罪,ルザイ,ɾɯzai,漢
ロロズ,ロロズ,ɾoɾozɯ,固
あくどい,アクドイ,akɯdoi,和
アビコ,アビコ,abiko,固
アヤヤ,アヤヤ,ajaja,固
アルゴン,アルゴン,aɾɯɡoɴ,外
イシカワジマ,イシカワジマ,iɕikaɰaʑima,固
一触,イッショク,iɕɕokɯ,漢
胃痛,イツウ,it͡sɯː,漢
イノセ,イノセ,inose,固
ウツミ,ウツミ,ɯt͡sɯmi,固
ＭＢＳ,エムビーエス,emɯbiːesɯ,記号
ＡＧＰ,エージーピー,eːʑiːpiː,記号
オウミハチマン,オウミハチマン,oːmihat͡ɕimaɴ,固
送り先,オクリサキ,okɯɾisaki,和
泳ぎ回る,オヨギマワル,ojoɡimaɰaɾɯ,和
オルテガ,オルテガ,oɾɯteɡa,固
隠し事,カクシゴト,kakɯɕiɡoto,和
拡声,カクセイ,kakɯseː,漢
駆けずる,カケズル,kakezɯɾɯ,和
カゲツ,カゲツ,kaɡet͡sɯ,固
片田舎,カタイナカ,katainaka,和
カツヒサ,カツヒサ,kat͡sɯçisa,固
気触れ,カブレ,kabɯɾe,和
諫言,カンゲン,kaŋɡeɴ,漢
聞き届ける,キキトドケル,kikitodokeɾɯ,和
奇人,キジン,kiʑiɴ,漢
棋聖,キセイ,kiseː,漢
気忙しい,キゼワシイ,kizeɰaɕiː,混
覆る,クツガエル,kɯt͡sɯɡaeɾɯ,和
虞犯,グハン,ɡɯhaɴ,漢
傑,ケツ,ket͡sɯ,漢
眷属,ケンゾク,kenzokɯ,漢
言下,ゲンカ,ɡeŋka,漢
漉し餡,コシアン,koɕiaɴ,混
コネチカット,コネチカット,konet͡ɕikatto,固
米麹,コメコウジ,komekoːʑi,和
コーラル,コーラル,koːɾaɾɯ,外
済生,サイセイ,saiseː,漢
冴え,サエ,sae,和
作柄,サクガラ,sakɯɡaɾa,混
仕事先,シゴトサキ,ɕiɡotosaki,和
仕事人,シゴトニン,ɕiɡotoɲiɴ,混
絞り取る,シボリトル,ɕiboɾitoɾɯ,和
州都,シュウト,ɕɯːto,漢
ジャッキ,ジャッキ,d͡ʑakki,外
ジョウザン,ジョウザン,d͡ʑoːzaɴ,固
すうすう,スウスウ,sɯːsɯː,和
セイシ,セイシ,seːɕi,固
仙骨,センコツ,seŋkot͡sɯ,漢
選書,センショ,seɰ̃ɕo,漢
高ぶり,タカブリ,takabɯɾi,和
チノ,チノ,t͡ɕino,固
露草,ツユクサ,t͡sɯjɯkɯsa,和
手荒,テアラ,teaɾa,和
デージー,デージー,deːʑiː,外
徳間,トクマ,tokɯma,固
トラジロウ,トラジロウ,toɾaʑiɾoː,固
ドウカン,ドウカン,doːkaɴ,固
同率,ドウリツ,doːɾit͡sɯ,漢
ナカマ,ナカマ,nakama,固
ナガサキ,ナガサキ,naɡasaki,固
投げ飛ばす,ナゲトバス,naɡetobasɯ,和
難渋,ナンジュウ,nand͡ʑɯː,漢
ノエ,ノエ,noe,固
飲ん兵衛,ノンベエ,nombeː,混
端くれ,ハシクレ,haɕikɯɾe,和
バーミンガム,バーミンガム,baːmiŋɡamɯ,固
パオ,パオ,pao,外
ヒデヒサ,ヒデヒサ,çideçisa,固
ヒロタ,ヒロタ,çiɾota,固
病後,ビョウゴ,bʲoːɡo,漢
ふい,フイ,ɸɯi,和
不協,フキョウ,ɸɯkʲoː,漢
ブゲン,ブゲン,bɯɡeɴ,固
ブルックス,ブルックス,bɯɾɯkkɯsɯ,固
ホコウ,ホコウ,hokoː,固
ホンインボウ,ホンインボウ,hoɰ̃imboː,固
マキハラ,マキハラ,makihaɾa,固
マーメード,マーメード,maːmeːdo,外
右肘,ミギヒジ,miɡiçiʑi,和
木道,モクドウ,mokɯdoː,漢
猛者,モサ,mosa,漢
もちもち,モチモチ,mot͡ɕimot͡ɕi,和
縺れ,モツレ,mot͡sɯɾe,和
門跡,モンゼキ,monzeki,漢
雇い人,ヤトイニン,jatoiɲiɴ,混
病み上がり,ヤミアガリ,jamiaɡaɾi,和
遊水,ユウスイ,jɯːsɯi,漢
ＵＥＦＡ,ユーイーエフエー,jɯːiːeɸɯeː,固
リハ,リハ,ɾiha,外
ＩＰＳ,アイピーエス,aipiːesɯ,記号
赤茶,アカチャ,akat͡ɕa,混
アカン,アカン,akaɴ,固
足指,アシユビ,aɕijɯbi,和
アフタヌーン,アフタヌーン,aɸɯtanɯːɴ,外
アーク,アーク,aːkɯ,外
アービング,アービング,aːbiŋɡɯ,固
ＲＡＷ,アールエーダブリュー,aːɾɯeːdabɯɾʲɯː,記号
ＲＵ,アールユー,aːɾɯjɯː,記号
イイダ,イイダ,iːda,固
イチコ,イチコ,it͡ɕiko,固
いちゃいちゃ,イチャイチャ,it͡ɕait͡ɕa,和
一声,イッセイ,isseː,漢
イリュージョン,イリュージョン,iɾʲɯːʑoɴ,外
ウス,ウス,ɯsɯ,固
ウチカワ,ウチカワ,ɯt͡ɕikaɰa,固
鬱々,ウツウツ,ɯt͡sɯːt͡sɯ,漢
腕利き,ウデキキ,ɯdekiki,和
江ノ電,エノデン,enodeɴ,固
エリー,エリー,eɾiː,固
縁石,エンセキ,eɰ̃seki,漢
思い巡らす,オモイメグラス,omoimeɡɯɾasɯ,和
オールマイティー,オールマイティー,oːɾɯmaiteːi,外
香,カ,ka,和
カケイ,カケイ,kakeː,固
カシオ,カシオ,kaɕio,固
カヌマ,カヌマ,kanɯma,固
カヘエ,カヘエ,kaheː,固
寒帯,カンタイ,kantai,漢
閑話,カンワ,kaɰ̃ɰa,漢
鶏舎,ケイシャ,keːɕa,漢
仮病,ケビョウ,kebʲoː,漢
蹴り飛ばす,ケリトバス,keɾitobasɯ,和
減刑,ゲンケイ,ɡeŋkeː,漢
校外,コウガイ,koːɡai,漢
香草,コウソウ,koːsoː,漢
鉱脈,コウミャク,koːmʲakɯ,漢
虎視,コシ,koɕi,漢
腰紐,コシヒモ,koɕiçimo,和
固辞,コジ,koʑi,漢
小出し,コダシ,kodaɕi,和
コユキ,コユキ,kojɯki,固
妻女,サイジョ,saiʑo,漢
紙上,シジョウ,ɕiʑoː,漢
シスコ,シスコ,ɕisɯko,固
市町村立,シチョウソンリツ,ɕit͡ɕoːsonɾit͡sɯ,漢
修法,シュホウ,ɕɯhoː,漢
招請,ショウセイ,ɕoːseː,漢
ジャッカル,ジャッカル,d͡ʑakkaɾɯ,外
ジュビロ,ジュビロ,d͡ʑɯbiɾo,外
ジュラルミン,ジュラルミン,d͡ʑɯɾaɾɯmiɴ,外
純水,ジュンスイ,d͡ʑɯɰ̃sɯi,漢
じわ,ジワ,d͡ʑiɰa,和
正視,セイシ,seːɕi,漢
前夫,ゼンプ,zempɯ,漢
俗物,ゾクブツ,zokɯbɯt͡sɯ,漢
立札,タテフダ,tateɸɯda,和
多分,タブン,tabɯɴ,漢
ため口,タメグチ,tameɡɯt͡ɕi,和
タント,タント,tanto,固
突き崩す,ツキクズス,t͡sɯkikɯzɯsɯ,和
天領,テンリョウ,tenɾʲoː,漢
電飾,デンショク,deɰ̃ɕokɯ,漢
トバ,トバ,toba,固
飛び魚,トビウオ,tobiɯo,和
取れ立て,トレタテ,toɾetate,和
トロイ,トロイ,toɾoi,固
読後,ドクゴ,dokɯɡo,漢
どっかり,ドッカリ,dokkaɾi,和
泥んこ,ドロンコ,doɾoŋko,和
ナッ,ナッ,naʔ,固
鍋物,ナベモノ,nabemono,和
熱弁,ネツベン,net͡sɯbeɴ,漢
履き心地,ハキゴコチ,hakiɡokot͡ɕi,和
葉先,ハサキ,hasaki,和
バイタル,バイタル,baitaɾɯ,外
番宣,バンセン,baɰ̃seɴ,漢
パス,パス,pasɯ,外
ヒロヨシ,ヒロヨシ,çiɾojoɕi,固
フェス,フェス,ɸɯesɯ,外
フォグ,フォグ,ɸɯoɡɯ,外
フクモト,フクモト,ɸɯkɯmoto,固
父系,フケイ,ɸɯkeː,漢
フネ,フネ,ɸɯne,固
分庁,ブンチョウ,bɯnt͡ɕoː,漢
ベラルーシ,ベラルーシ,beɾaɾɯːɕi,固
ペレス,ペレス,peɾesɯ,固
本機,ホンキ,hoŋki,漢
本戦,ホンセン,hoɰ̃seɴ,漢
ボキューズ,ボキューズ,bokʲɯːzɯ,固
万延,マンエン,maɰ̃eɴ,固
持ち切り,モチキリ,mot͡ɕikiɾi,和
槍玉,ヤリダマ,jaɾidama,和
湯沸かし,ユワカシ,jɯɰakaɕi,和
ユン,ユン,jɯɴ,固
ユーリ,ユーリ,jɯːɾi,固
漸う,ヨウヨウ,joːjoː,和
雷鳥,ライチョウ,ɾait͡ɕoː,漢
旅情,リョジョウ,ɾʲoʑoː,漢
ルワンダ,ルワンダ,ɾɯɰanda,固
ロンド,ロンド,ɾondo,外
若木,ワカギ,ɰakaɡi,和
アオシマ,アオシマ,aoɕima,固
蒼む,アオム,aomɯ,和
預け入れ,アズケイレ,azɯkeːɾe,和
アブ,アブ,abɯ,固
雨粒,アマツブ,amat͡sɯbɯ,和
アンソロジー,アンソロジー,aɰ̃soɾoʑiː,外
ウォーマー,ウォーマー,ɯoːmaː,外
打ち上がる,ウチアガル,ɯt͡ɕiaɡaɾɯ,和
打ち水,ウチミズ,ɯt͡ɕimizɯ,和
エイベックス,エイベックス,eːbekkɯsɯ,固
エシャロット,エシャロット,eɕaɾotto,外
ＮＶ,エヌブイ,enɯbɯi,記号
エバラ,エバラ,ebaɾa,固
ＦＭＶ,エフエムブイ,eɸɯemɯbɯi,記号
ＬＲ,エルアール,eɾɯaːɾɯ,記号
円弧,エンコ,eŋko,漢
ＡＣＬ,エーシーエル,eːɕiːeɾɯ,固
澱,オリ,oɾi,和
肩口,カタグチ,kataɡɯt͡ɕi,和
株安,カブヤス,kabɯjasɯ,和
カメレオン,カメレオン,kameɾeoɴ,外
眼力,ガンリキ,ɡanɾiki,漢
棋院,キイン,kiːɴ,漢
キクマ,キクマ,kikɯma,固
帰趨,キスウ,kisɯː,漢
鋸歯,キョシ,kʲoɕi,漢
巨峰,キョホウ,kʲohoː,漢
ぐしゃぐしゃ,グシャグシャ,ɡɯɕaɡɯɕa,和
継投,ケイトウ,keːtoː,漢
光輝,コウキ,koːki,漢
国賓,コクヒン,kokɯçiɴ,漢
酒粕,サケカス,sakekasɯ,和
サッチモ,サッチモ,satt͡ɕimo,固
山家,サンカ,saŋka,漢
サンゴロウ,サンゴロウ,saŋɡoɾoː,固
在校,ザイコウ,zaikoː,漢
笊蕎麦,ザルソバ,zaɾɯsoba,和
シオタニ,シオタニ,ɕiotaɲi,固
シコタン,シコタン,ɕikotaɴ,固
周産,シュウサン,ɕɯːsaɴ,漢
進取,シンシュ,ɕiĩɕɯ,漢
シート,シート,ɕiːto,外
常道,ジョウドウ,d͡ʑoːdoː,漢
スギ,スギ,sɯɡi,固
瑞光,ズイコウ,d͡zɯikoː,漢
ずれ込む,ズレコム,d͡zɯɾekomɯ,和
制球,セイキュウ,seːkʲɯː,漢
セック,セック,sekkɯ,外
ゼンラ,ゼンラ,zenɾa,固
素因,ソイン,soiɴ,漢
体高,タイコウ,taikoː,漢
タク,タク,takɯ,固
タム,タム,tamɯ,固
タンガニーカ,タンガニーカ,taŋɡaɲiːka,固
タングステン,タングステン,taŋɡɯsɯteɴ,外
打順,ダジュン,daʑɯɴ,漢
チョウセイ,チョウセイ,t͡ɕoːseː,固
頂部,チョウブ,t͡ɕoːbɯ,漢
積み上がる,ツミアガル,t͡sɯmiaɡaɾɯ,和
テツノスケ,テツノスケ,tet͡sɯnosɯke,固
トシフミ,トシフミ,toɕiɸɯmi,固
トランスミッション,トランスミッション,toɾaɰ̃sɯmiɕɕoɴ,外
同局,ドウキョク,doːkʲokɯ,漢
ナンジョウ,ナンジョウ,nand͡ʑoː,固
ニイジマ,ニイジマ,ɲiːʑima,固
煮え滾る,ニエタギル,ɲietaɡiɾɯ,和
逃げ腰,ニゲゴシ,ɲiɡeɡoɕi,和
逃げ延びる,ニゲノビル,ɲiɡenobiɾɯ,和
入校,ニュウコウ,ɲɯːkoː,漢
眠りこける,ネムリコケル,nemɯɾikokeɾɯ,和
野焼き,ノヤキ,nojaki,和
ノンストップ,ノンストップ,noɰ̃sɯtoppɯ,外
白梅,ハクバイ,hakɯbai,漢
弾き語り,ヒキガタリ,çikiɡataɾi,和
一皮,ヒトカワ,çitokaɰa,和
ＢＩＳ,ビーアイエス,biːaiesɯ,固
フィッシング,フィッシング,ɸɯiɕɕiŋɡɯ,外
複眼,フクガン,ɸɯkɯɡaɴ,漢
節々,フシブシ,ɸɯɕibɯɕi,和
プルーフ,プルーフ,pɯɾɯːɸɯ,外
ベオグラード,ベオグラード,beoɡɯɾaːdo,固
骨折り,ホネオリ,honeoɾi,和
ボン,ボン,boɴ,外
店構え,ミセガマエ,miseɡamae,和
召し抱える,メシカカエル,meɕikakaeɾɯ,和
モオカ,モオカ,moːka,固
ヤマウチ,ヤマウチ,jamaɯt͡ɕi,固
ユビキタス,ユビキタス,jɯbikitasɯ,外
湯屋,ユヤ,jɯja,和
リスペクト,リスペクト,ɾisɯpekɯto,外
リュシアン,リュシアン,ɾʲɯɕiaɴ,固
涼風,リョウフウ,ɾʲoːɸɯː,漢
リーバイス,リーバイス,ɾiːbaisɯ,固
ルーペ,ルーペ,ɾɯːpe,外
和式,ワシキ,ɰaɕiki,漢
輪っか,ワッカ,ɰakka,和
アサガヤ,アサガヤ,asaɡaja,固
アッバス,アッバス,abbasɯ,固
ＲＣＣ,アールシーシー,aːɾɯɕiːɕiː,記号
ウォシュレット,ウォシュレット,ɯoɕɯɾetto,外
うじゃうじゃ,ウジャウジャ,ɯʑaɯʑa,和
打ち所,ウチドコロ,ɯt͡ɕidokoɾo,和
エキサイティング,エキサイティング,ekisaiteːŋɡɯ,外
餌場,エサバ,esaba,和
エスケープ,エスケープ,esɯkeːpɯ,外
思い煩う,オモイワズラウ,omoiɰazɯɾaɯ,和
オワダ,オワダ,oɰada,固
禍根,カコン,kakoɴ,漢
勝ち進む,カチススム,kat͡ɕisɯsɯmɯ,和
カツヤマ,カツヤマ,kat͡sɯjama,固
かまける,カマケル,kamakeɾɯ,和
カミノ,カミノ,kamino,固
がちんこ,ガチンコ,ɡat͡ɕiŋko,和
キチノスケ,キチノスケ,kit͡ɕinosɯke,固
球種,キュウシュ,kʲɯːɕɯ,漢
挙国,キョコク,kʲokokɯ,漢
キヨハル,キヨハル,kijohaɾɯ,固
区内,クナイ,kɯnai,漢
クロエ,クロエ,kɯɾoe,固
ぐらり,グラリ,ɡɯɾaɾi,和
腱鞘,ケンショウ,keɰ̃ɕoː,漢
下馬,ゲバ,ɡeba,漢
ゲンシロウ,ゲンシロウ,ɡeɰ̃ɕiɾoː,固
米粉,コメコ,komeko,和
婚外,コンガイ,koŋɡai,漢
コーンビーフ,コーンビーフ,koːmbiːɸɯ,外
ゴルゴ,ゴルゴ,ɡoɾɯɡo,固
催事,サイジ,saiʑi,漢
西遊,サイユウ,saijɯː,漢
シマモト,シマモト,ɕimamoto,固
商科,ショウカ,ɕoːka,漢
示威,ジイ,d͡ʑiː,漢
末娘,スエムスメ,sɯemɯsɯme,和
スマイリー,スマイリー,sɯmaiɾiː,外
図体,ズウタイ,d͡zɯːtai,漢
生地,セイチ,seːt͡ɕi,漢
清貧,セイヒン,seːçiɴ,漢
石塔,セキトウ,sekitoː,漢
セッター,セッター,settaː,外
全英,ゼンエイ,zeɰ̃eː,漢
全頭,ゼントウ,zentoː,漢
ソングライター,ソングライター,soŋɡɯɾaitaː,外
代替わり,ダイガワリ,daiɡaɰaɾi,混
沈痛,チンツウ,t͡ɕint͡sɯː,漢
ＤＴＰ,ディーティーピー,deːiteːipiː,記号
トモヒコ,トモヒコ,tomoçiko,固
どきん,ドキン,dokiɴ,和
どたキャン,ドタキャン,dotakʲaɴ,混
度忘れ,ドワスレ,doɰasɯɾe,混
丼物,ドンブリモノ,dombɯɾimono,和
ナツメグ,ナツメグ,nat͡sɯmeɡɯ,外
ナリヒラ,ナリヒラ,naɾiçiɾa,固
ナルト,ナルト,naɾɯto,固
賑わせる,ニギワセル,ɲiɡiɰaseɾɯ,和
ニシキド,ニシキド,ɲiɕikido,固
ハングリー,ハングリー,haŋɡɯɾiː,外
パトリシア,パトリシア,patoɾiɕia,固
ピーリング,ピーリング,piːɾiŋɡɯ,外
フェニキア,フェニキア,ɸɯeɲikia,固
吹き矢,フキヤ,ɸɯkija,和
伏流,フクリュウ,ɸɯkɯɾʲɯː,漢
復路,フクロ,ɸɯkɯɾo,漢
ふつふつ,フツフツ,ɸɯt͡sɯɸɯt͡sɯ,和
ペリエ,ペリエ,peɾie,固
メンチカツ,メンチカツ,ment͡ɕikat͡sɯ,外
雇い入れ,ヤトイイレ,jatoiːɾe,和
洋品,ヨウヒン,joːçiɴ,漢
世渡り,ヨワタリ,joɰataɾi,和
